rid,DOS024_VCAP_6H:BRD-K09068728-001-01-2:5,DOS024_VCAP_24H:BRD-K09068728-001-01-2:5,DOS053_A375_24H:BRD-K09068728-001-01-2:5,DOS053_A549_24H:BRD-K09068728-001-01-2:5,DOS053_MCF7_24H:BRD-K09068728-001-01-2:5,DOS053_PC3_24H:BRD-K09068728-001-01-2:5,DOSBIO001_A375_24H:BRD-K09068728:10,DOSBIO001_A549_24H:BRD-K09068728:10,DOSBIO001_HT29_24H:BRD-K09068728:10,DOSBIO001_MCF7_24H:BRD-K09068728:10,DOSBIO001_PC3_24H:BRD-K09068728:10,DOSBIO001_NEU_24H:BRD-K09068728:10,DOSBIO001_NPC_24H:BRD-K09068728:10
665,-0.829100012779,-0.268572896719,-1.70155000687,-0.429850012064,-0.328500002623,-2.7009499073,1.13793683052,-1.38291072845,0.438454777002,-0.379752933979,-0.257728725672,-1.10699999332,-0.471435010433
4313,-1.06610000134,-0.0634132623672,0.737450003624,-0.803649961948,0.947600007057,-0.0467000007629,0.318948686123,0.528497755527,0.655405700207,0.364039480686,-0.688726603985,-0.373649984598,0.514021098614
1022,-0.569500029087,0.998579859734,1.16674995422,0.921199977398,-0.8492000103,-0.821850001812,0.62593126297,0.0827571153641,1.33770227432,-0.865032494068,-0.348133683205,-0.055999994278,-1.50884914398
5880,0.871699988842,1.0627822876,-0.110349997878,-0.163200005889,-1.05529999733,0.0344500541687,0.0374019145966,-0.477617353201,0.530560851097,-0.586092114449,0.386078089476,-0.333400011063,-0.520437121391
3162,1.28450000286,0.257163733244,0.327899992466,-0.107800006866,-0.0986000001431,-0.126399993896,-0.178011968732,-0.583067417145,-0.68731546402,-1.18032228947,-0.195230394602,-0.369899988174,0.107514560223
1282,-1.20079994202,-0.617964446545,1.1101000309,-0.856600046158,0.779399991035,-0.731500029564,1.4107298851,-0.34638223052,1.26770699024,-0.190333157778,-0.509360909462,0.360100030899,-0.409034252167
3383,0.842700004578,1.67904949188,-0.00620001554489,-0.0462999939919,0.274300009012,-0.115599989891,0.189133986831,0.951181590557,-0.640979170799,0.918134391308,-0.388257950544,2.32264995575,-0.262872576714
727,0.920099973679,-1.6943551302,1.12925004959,-0.740849971771,1.4251999855,-0.7554500103,1.43744361401,-0.789542138577,-0.598554849625,-0.202690601349,0.222790807486,1.43595004082,-0.411546617746
4792,0.895399987698,1.36868405342,0.0567999780178,1.05935001373,-0.489699989557,0.75569999218,0.948981165886,-0.941328525543,0.175084769726,0.38413220644,0.908270716667,1.3233499527,0.157579153776
4794,-0.605099976063,1.13257145882,-0.796849966049,0.267350018024,0.632899999619,0.07270000875,0.637468039989,1.04973125458,1.00062894821,0.737043857574,-0.446424931288,-0.315900027752,0.163365781307
902,-2.06480002403,-2.88691234589,-1.50584995747,-1.72115004063,-0.416099995375,-0.114649996161,-1.67568814754,-0.544318437576,-2.09186339378,-1.23080146313,-0.749888181686,0.697049975395,-2.86840701103
8091,-0.472099989653,-2.02418518066,0.135150000453,0.0153499990702,-0.256500005722,-3.41904997826,-0.144326478243,-0.361527621746,-0.198202520609,-0.974989235401,-0.305399775505,2.59590005875,0.2361458987
3486,1.08070003986,1.56024599075,-0.394250005484,1.17930006981,0.236900001764,-0.231700003147,2.11222052574,-0.221360355616,1.16319143772,-0.691907167435,0.511096775532,0.374599993229,0.569042801857
10818,-1.30540001392,0.0150938779116,-0.296350002289,-0.46234998107,-0.0873999968171,-0.280499994755,0.678307592869,0.682346463203,-0.36620259285,0.686977803707,1.0742225647,0.563150048256,0.428618729115
3454,-1.46179997921,0.552453935146,-0.0402000099421,0.617249965668,0.435600012541,0.488200038671,0.54849666357,1.33591198921,1.49972391129,0.565844833851,-0.742491841316,-0.395850002766,-0.14654353261
4282,1.10819995403,-0.585276484489,0.303449988365,-1.67444992065,-3.46490001678,0.534500002861,-0.229812413454,-0.448511064053,-1.37667512894,0.0537047386169,1.03394329548,0.0224999785423,0.948306798935
1605,0.681900024414,1.75186097622,-0.413800001144,0.853999972343,0.902700006962,0.530550003052,1.56948804855,-0.691859483719,-0.959282755852,-0.047086417675,0.177938699722,1.26160001755,0.467169523239
10644,0.956399977207,-1.04675483704,-0.9986500144,-1.93824994564,-2.08649992943,-1.16540002823,-0.108679592609,0.161561608315,-1.31516480446,0.703748762608,-1.12999665737,-0.503800034523,0.0310445427895
2065,2.58480000496,1.45273733139,1.00660002232,-1.35299992561,1.59969997406,0.556999981403,-1.51979970932,0.638591825962,-0.033975135535,0.88083833456,0.352762252092,0.550849974155,4.68102931976
8321,-1.29219996929,0.209374189377,-0.872350037098,-0.834800004959,0.368600010872,-0.868250012398,0.0541114807129,1.27977871895,1.55929410458,0.0392837747931,-0.493077516556,-0.227599978447,-0.949900746346
8503,-1.11600005627,0.127322360873,2.16459989548,-0.707199990749,-0.0359000004828,-0.288399994373,1.49007868767,0.0753426104784,0.0878001749516,-0.0496035516262,0.885162174702,0.280799984932,-0.541604697704
7027,-0.0702999979258,-2.13862991333,-2.23090004921,-0.380349993706,0.283499985933,-0.526300013065,-0.673030912876,-0.0638367235661,-2.4122595787,-0.450332552195,-0.620781838894,2.31870007515,-0.0695899352431
6850,-1.17429995537,-1.84902977943,-1.12744998932,-0.562200009823,-0.478100001812,-1.00255000591,0.323583424091,1.32441365719,0.747377932072,-0.463989377022,-0.666146636009,0.642799973488,-1.77200841904
1978,0.260300010443,-0.47780841589,-0.414200007915,0.431949973106,-0.330199986696,-2.8843998909,-3.95117783546,-0.448616504669,-0.674733877182,-0.647518396378,-0.797365367413,-0.393649935722,0.318306595087
896,-0.266699999571,-0.243317097425,-0.090499997139,-0.777150034904,-2.34299993515,-0.144450008869,0.0555420517921,-0.603254199028,0.801147639751,-0.435180574656,-0.341409683228,0.672900021076,-0.0121539980173
5777,0.538299977779,0.568581104279,0.424100011587,1.21164989471,0.256000012159,3.60410022736,0.0514118820429,0.078020773828,0.651438236237,0.176517695189,-0.997351467609,1.2580499649,0.00642669200897
1846,-0.112300001085,4.01959037781,-2.80490016937,-0.461250007153,0.844099998474,-2.76964998245,0.512049257755,-0.385549068451,-0.417235732079,-0.185690492392,-0.0840147733688,-0.125100016594,-1.17670977116
